VKL_NUMMER,Year,Accident_Severity,Parties_Involved,Area_Code,Latitude,Longitude
20160086089,2016,Vehicle Damage,1,WVK0219200014,51.5871721888231,4.730928415210697
20160086098,2016,Vehicle Damage,1,WVK0227205058,51.6112685119837,4.794876575696576
20160086108,2016,Vehicle Damage,1,WVK0226202111,51.59735564971464,4.781560964962832
20160086173,2016,Vehicle Damage,2,WVK0224205051,51.61143445953797,4.77302218844563
20160086181,2016,Vehicle Damage,2,WVK0223200132,51.58925650217101,4.763829329074316
20160086185,2016,Vehicle Damage,1,HTT02181950060630,51.56664382231294,4.730934927116575
20160086188,2016,Vehicle Damage,2,HTT02172000080607,51.58667425359817,4.723407998035854
20160086210,2016,Vehicle Damage,2,JTE0217202009,51.59921449711503,4.7210861032959865
20160086212,2016,Vehicle Damage,1,WVK0223194003,51.56436788074532,4.766023268475162
20160086285,2016,Vehicle Damage,2,WVK0223200093,51.588814464908666,4.763290878336953
20160086288,2016,Vehicle Damage,2,WVK0227204011,51.60976202242478,4.791052391919144
20160086300,2016,Vehicle Damage,1,WVK0220198115,51.58248937009733,4.743084806271905
20160086307,2016,Vehicle Damage,1,WVK0220198115,51.58248937009733,4.743084806271905
20160086315,2016,Wounded,2,JTE0222205134,51.613348698266655,4.753793841440439
20160086327,2016,Vehicle Damage,1,WVK0228201036,51.592512546049726,4.7981011146026145
20160086384,2016,Vehicle Damage,2,WVK0217202084,51.59869150789927,4.716649544026933
20160086396,2016,Vehicle Damage,1,WVK0218198087,51.58036398210218,4.730300584336609
20160086410,2016,Wounded,2,WVK0233193009,51.55794678340292,4.8436283331288585
20160086412,2016,Vehicle Damage,1,WVK0229201033,51.59653216880314,4.809375316869732
20160086415,2016,Wounded,2,WVK0224185010,51.5241577821074,4.7697387896249355
20160086417,2016,Vehicle Damage,3,WVK0225201079,51.59547152186918,4.779334824007144
20160086424,2016,Vehicle Damage,3,WVK0228197080,51.574306363279845,4.802310284588553
20150087225,2015,Vehicle Damage,2,WVK0223194003,51.56436788074532,4.766023268475162
20150087280,2015,Wounded,3,JTE0227201076,51.594270155299995,4.791551521886973
20150087485,2015,Vehicle Damage,2,HTT02211860100610,51.52762966072128,4.769653748681248
20150087535,2015,Vehicle Damage,2,JTE0220207113,51.620653514174364,4.7384222064843735
20150087782,2015,Vehicle Damage,5,HTT02191930120660,51.54051710580671,4.740068391949538
20150087895,2015,Vehicle Damage,2,WVK0231200097,51.58863878263138,4.820710940380554
20150087946,2015,Wounded,2,WVK0228198019,51.58122981505546,4.79920068866617
20150087971,2015,Wounded,3,JTE0216198049,51.57888099012255,4.715095788676316
20160086446,2016,Vehicle Damage,2,WVK0221207046,51.62191870528091,4.746410265329793
20160086447,2016,Vehicle Damage,3,JTE0220208139,51.62482465116554,4.738095254757545
20160086452,2016,Vehicle Damage,2,HTT02211860090610,51.52780282312698,4.769601275676435
20160086461,2016,Wounded,2,JTE0227198003,51.58052756341549,4.790712777096502
20160086473,2016,Vehicle Damage,1,JTE0224200097,51.589601624514344,4.769431039309377
20160086479,2016,Vehicle Damage,1,WVK0223198095,51.58248119587116,4.766615803593824
20160086486,2016,Vehicle Damage,2,WVK0226200073,51.59143349845761,4.787315671486058
20160086555,2016,Vehicle Damage,2,WVK0227195087,51.566711422648616,4.794060791345486
20160086557,2016,Vehicle Damage,3,WVK0217189002,51.542634130171685,4.721268148768242
20160086560,2016,Vehicle Damage,2,WVK0218203059,51.60259667323107,4.728605053032967
20160086562,2016,Vehicle Damage,2,JTE0224203066,51.601908166889004,4.770129413066439
20160086569,2016,Vehicle Damage,2,WVK0221196013,51.56995041221397,4.747572874368089
20160086580,2016,Vehicle Damage,3,JTE0216198049,51.57888099012255,4.715095788676316
20160086582,2016,Vehicle Damage,2,WVK0229196129,51.57066904860255,4.8032542337833695
20160086600,2016,Vehicle Damage,2,WVK0230203011,51.60293164395136,4.815505177583183
20160086604,2016,Wounded,1,JTE0227201076,51.594270155299995,4.791551521886973
20160086657,2016,Vehicle Damage,1,JTE0231193006,51.56048747085717,4.824641640019964
20160086658,2016,Vehicle Damage,2,JTE0229197012,51.57531800304221,4.804113017782842
20160086668,2016,Vehicle Damage,2,JTE0229201228,51.59506612412302,4.808732620659077
20160086699,2016,Vehicle Damage,3,JTE0222198082,51.57963958984606,4.757005151078679
20160086700,2016,Vehicle Damage,3,WVK0220198115,51.58248937009733,4.743084806271905
20160086787,2016,Vehicle Damage,2,WVK0228196008,51.570248817299046,4.802012620078129
20160086791,2016,Vehicle Damage,2,JTE0215203022,51.602958930428514,4.7052759020562815
20160086793,2016,Vehicle Damage,2,WVK0225203039,51.60147428833597,4.775560277468775
20160086795,2016,Wounded,3,JTE0230202055,51.59930254001044,4.810385650456849
20160086797,2016,Wounded,2,WVK0229201095,51.59202672246698,4.808552302150719
20160086840,2016,Wounded,2,JTE0220207263,51.62176455971083,4.743955115206663
20160086852,2016,Vehicle Damage,2,WVK0226196119,51.57553553406449,4.788023823614108
20160086859,2016,Vehicle Damage,2,WVK0225203058,51.601387315824766,4.7784851620168425
20160086860,2016,Vehicle Damage,2,JTE0224196117,51.572395374010384,4.768864196496389
20160086863,2016,Vehicle Damage,2,HTT02172020850600,51.59300516988112,4.723930745125494
20160086864,2016,Vehicle Damage,2,JTE0223200072,51.587349549414704,4.7615072458041725
20160086865,2016,Vehicle Damage,1,JTE0224202044,51.59857516580972,4.773647349693888
20160086868,2016,Vehicle Damage,2,WVK0220194005,51.56483817607145,4.743864103817921
20160086869,2016,Vehicle Damage,2,HTT02142110100550,51.63499558491125,4.699555440370609
20160086870,2016,Vehicle Damage,2,JTE0217203185,51.602463056859634,4.7220871731531195
20160086875,2016,Vehicle Damage,2,JTE0226199013,51.58721553456785,4.786189465126196
20150088114,2015,Wounded,2,JTE0218202012,51.59906319249539,4.728579188639875
20150088214,2015,Vehicle Damage,2,JTE0222205134,51.613348698266655,4.753793841440439
20160086886,2016,Wounded,2,JTE0229198052,51.58177433293802,4.806544820571698
20160086887,2016,Vehicle Damage,2,JTE0226205081,51.61054523896456,4.78571327485026
20160086890,2016,Vehicle Damage,2,JTE0232201099,51.59499028982273,4.8289243288599595
20160086896,2016,Vehicle Damage,2,WVK0221204038,51.609066389086166,4.746955403829774
20160086910,2016,Vehicle Damage,2,HTT02191930120660,51.54051710580671,4.740068391949538
20160086911,2016,Vehicle Damage,2,JTE0220196118,51.573418029872535,4.743304475320605
20160086951,2016,Vehicle Damage,2,JTE0222205134,51.613348698266655,4.753793841440439
20160086952,2016,Vehicle Damage,2,WVK0224204025,51.6075351160184,4.769215708904206
20160086966,2016,Vehicle Damage,3,WVK0233201010,51.592167626162656,4.835222269916002
20160086971,2016,Vehicle Damage,1,JTE0230200015,51.58837307254264,4.8130111883793125
20160086977,2016,Vehicle Damage,1,HTT02201800370704,51.50240748317375,4.7430042736072515
20160086979,2016,Vehicle Damage,1,WVK0223194003,51.56436788074532,4.766023268475162
20160086982,2016,Vehicle Damage,2,JTE0224203065,51.6017968862135,4.770119292740311
20160086986,2016,Vehicle Damage,2,WVK0225203058,51.601387315824766,4.7784851620168425
20160087003,2016,Vehicle Damage,1,WVK0220198115,51.58248937009733,4.743084806271905
20160087004,2016,Vehicle Damage,2,WVK0220208016,51.62423839638508,4.743861020516623
20160087015,2016,Vehicle Damage,2,WVK0229195053,51.568893360757755,4.808016613931226
20160087016,2016,Vehicle Damage,2,WVK0227204011,51.60976202242478,4.791052391919144
20160087029,2016,Wounded,1,WVK0226201071,51.592457700405035,4.781622673628598
20160087030,2016,Vehicle Damage,1,JTE0226201067,51.59322300113891,4.784566397916072
20160087032,2016,Vehicle Damage,2,WVK0228201044,51.59339197278717,4.799647039461608
20160087053,2016,Vehicle Damage,1,WVK0227202105,51.59893515699618,4.793398279152046
20160087062,2016,Vehicle Damage,2,JTE0226197202,51.57634739478132,4.781764505224462
20160087068,2016,Vehicle Damage,1,WVK0226202049,51.59835836104962,4.787176033188984
20160087087,2016,Vehicle Damage,2,JTE0232198095,51.58179669788884,4.8270375013238365
20160084225,2016,Vehicle Damage,2,JTE0220207263,51.62176455971083,4.743955115206663
20160084235,2016,Vehicle Damage,2,WVK0224197130,51.57544927139227,4.767798087479575
20160084249,2016,Vehicle Damage,2,WVK0225203051,51.601535242742735,4.7767857862118905
20160084260,2016,Vehicle Damage,1,WVK0223194003,51.56436788074532,4.766023268475162
20160084266,2016,Vehicle Damage,2,JTE0224201139,51.59324162934821,4.771777181939925
20160084272,2016,Vehicle Damage,1,WVK0225201058,51.593172751513215,4.77964365765011
20160084296,2016,Vehicle Damage,2,WVK0220194005,51.56483817607145,4.743864103817921
20160084307,2016,Vehicle Damage,2,HTT02201810040700,51.505931854050885,4.744012675448682
20160084311,2016,Wounded,1,JTE0223194006,51.56419817239975,4.764146689058543
20160084324,2016,Vehicle Damage,2,WVK0225198151,51.58149143768411,4.777455900238451
20160084330,2016,Vehicle Damage,3,HTT02201810050690,51.51489585201784,4.744985653577783
20160084333,2016,Wounded,2,WVK0226200087,51.588237944611265,4.787860133164421
20160084340,2016,Vehicle Damage,2,WVK0225204051,51.60927485309716,4.77895321875772
20160084342,2016,Vehicle Damage,1,WVK0227197106,51.575959742551,4.7920668843495875
20160077169,2016,Vehicle Damage,3,WVK0222200107,51.59038176916118,4.759122313017895
20160084360,2016,Vehicle Damage,2,WVK0223198012,51.58186305511461,4.764976956521441
20160084361,2016,Vehicle Damage,2,WVK0222200107,51.59038176916118,4.759122313017895
20160084384,2016,Vehicle Damage,2,HTT02201810050700,51.50595124374654,4.743719037029454
20160084398,2016,Vehicle Damage,1,WVK0225205046,51.613585948502894,4.777488278603671
20160084408,2016,Vehicle Damage,2,JTE0216198049,51.57888099012255,4.715095788676316
20160084431,2016,Vehicle Damage,2,WVK0218203059,51.60259667323107,4.728605053032967
20160084432,2016,Vehicle Damage,2,WVK0225200161,51.58765834366583,4.777126166133038
20160084441,2016,Vehicle Damage,2,WVK0225203054,51.60108055705464,4.7821932893488235
20160084454,2016,Vehicle Damage,1,WVK0227201097,51.59351583165128,4.79678968938064
20160084465,2016,Wounded,2,JTE0227196145,51.57049688881184,4.792649397384714
20160084467,2016,Vehicle Damage,2,HTT02311920030020,51.554892141923766,4.822382643708906
20160084484,2016,Vehicle Damage,2,WVK0225199198,51.58646752077462,4.778177195792597
20160084491,2016,Vehicle Damage,1,JTE0226198071,51.58024655044875,4.78664080876914
20160084499,2016,Vehicle Damage,1,WVK0218203047,51.60336176703741,4.723753678806399
20160084500,2016,Vehicle Damage,3,WVK0220202041,51.6002905719144,4.740170743159985
20160084502,2016,Vehicle Damage,2,WVK0233193009,51.55794678340292,4.8436283331288585
20160084515,2016,Vehicle Damage,2,WVK0218198125,51.581854049182226,4.729040302801525
20160084518,2016,Vehicle Damage,1,WVK0221203013,51.60078702959597,4.748552738048999
20160084520,2016,Vehicle Damage,2,JTE0227201076,51.594270155299995,4.791551521886973
20160084535,2016,Vehicle Damage,2,JTE0225203098,51.60148441144172,4.778313939840719
20160084552,2016,Vehicle Damage,2,WVK0227200061,51.59126302970309,4.794960557731445
20160084553,2016,Vehicle Damage,2,JTE0226200152,51.59170556763933,4.78524707495386
20160084568,2016,Vehicle Damage,2,WVK0229197081,51.57492100901859,4.803580643224955
20160084573,2016,Vehicle Damage,1,WVK0220194005,51.56483817607145,4.743864103817921
20160084575,2016,Vehicle Damage,2,WVK0224204025,51.6075351160184,4.769215708904206
20160084584,2016,Vehicle Damage,2,JTE0221199061,51.584967822796585,4.745467077357511
20160084586,2016,Vehicle Damage,1,WVK0227201097,51.59351583165128,4.79678968938064
20160084591,2016,Vehicle Damage,3,WVK0223199131,51.58395205881847,4.766444278351756
20160084596,2016,Vehicle Damage,2,JTE0226201067,51.59322300113891,4.784566397916072
20160084622,2016,Vehicle Damage,1,HTT02172020860600,51.59301293129668,4.723674731211714
20160084627,2016,Vehicle Damage,3,WVK0225203054,51.60108055705464,4.7821932893488235
20160084628,2016,Vehicle Damage,2,WVK0228200085,51.59102393848878,4.800000633869487
20160084652,2016,Vehicle Damage,1,WVK0221203013,51.60078702959597,4.748552738048999
20160084659,2016,Vehicle Damage,1,WVK0222204015,51.606676595811564,4.752427710776284
20160084664,2016,Vehicle Damage,2,JTE0217203185,51.602463056859634,4.7220871731531195
20160084670,2016,Vehicle Damage,1,WVK0218203059,51.60259667323107,4.728605053032967
20160084674,2016,Vehicle Damage,2,HTT02211860090600,51.5316490653254,4.782563537274524
20160084686,2016,Vehicle Damage,1,HTT02201810040700,51.505931854050885,4.744012675448682
20160084706,2016,Wounded,3,WVK0220198113,51.58251506152407,4.7430132529437055
20160084707,2016,Vehicle Damage,2,WVK0220202041,51.6002905719144,4.740170743159985
20160084708,2016,Vehicle Damage,1,WVK0225205072,51.61184429235203,4.780368656900758
20160084720,2016,Wounded,2,JTE0225195004,51.566809918669136,4.775966156832727
20160084723,2016,Vehicle Damage,1,WVK0226201168,51.59445348359839,4.78581481341346
20160084724,2016,Vehicle Damage,2,HTT02191930120660,51.54051710580671,4.740068391949538
20160084742,2016,Vehicle Damage,2,HTT02281880190580,51.541034767747824,4.807089376694721
20160084747,2016,Vehicle Damage,1,WVK0231204067,51.609582652243155,4.822511320586469
20160084778,2016,Vehicle Damage,2,WVK0225201079,51.59547152186918,4.779334824007144
20160084784,2016,Vehicle Damage,1,WVK0225200133,51.587814578683115,4.780707212254202
20160084814,2016,Vehicle Damage,2,JTE0227196082,51.571451789127124,4.7954068394118545
20160084815,2016,Vehicle Damage,2,WVK0225200133,51.587814578683115,4.780707212254202
20160084818,2016,Vehicle Damage,1,WVK0229202023,51.59897260496319,4.808977800956874
20160084819,2016,Vehicle Damage,3,JTE0228201067,51.59336988954822,4.798208784789624
20160084828,2016,Vehicle Damage,1,WVK0226196119,51.57553553406449,4.788023823614108
20160084866,2016,Vehicle Damage,1,WVK0233201010,51.592167626162656,4.835222269916002
20160084877,2016,Vehicle Damage,1,JTE0225198155,51.58100461536347,4.7773253046858075
20160084923,2016,Vehicle Damage,2,HTT02351920090540,51.55685715926641,4.85806026112686
20160084942,2016,Vehicle Damage,2,HTT02172000080610,51.584038455730145,4.723808593303312
20160084947,2016,Vehicle Damage,2,JTE0217204128,51.60852990231397,4.721093613602858
20160084968,2016,Vehicle Damage,2,JTE0223194006,51.56419817239975,4.764146689058543
20160084972,2016,Vehicle Damage,2,WVK0223198084,51.581890651333225,4.76225976137449
20160084988,2016,Vehicle Damage,2,JTE0225195004,51.566809918669136,4.775966156832727
20160084993,2016,Vehicle Damage,2,WVK0219208041,51.62554662140999,4.73451406916635
20160085010,2016,Vehicle Damage,1,WVK0221196037,51.57333245542689,4.750913218736647
20160085041,2016,Vehicle Damage,2,WVK0227196111,51.57012340126888,4.7912592654359845
20160085051,2016,Vehicle Damage,2,WVK0224201043,51.59347268437171,4.773210055005155
20150104329,2015,Vehicle Damage,2,HTT02311920090030,51.563331591667,4.8205650020496345
20150104366,2015,Vehicle Damage,2,HTT02201810040700,51.505931854050885,4.744012675448682
20151000067,2015,Wounded,4,HTT02201810040682,51.52207532906342,4.745447842991335
20160082473,2016,Vehicle Damage,1,WVK0224202066,51.59927655774845,4.769168069492478
20160082483,2016,Vehicle Damage,1,WVK0225199212,51.58603566317932,4.7753598591587405
20160082484,2016,Vehicle Damage,1,WVK0220194005,51.56483817607145,4.743864103817921
20160082515,2016,Vehicle Damage,1,HTT02171980200710,51.58560574098903,4.724295323492232
20160082519,2016,Vehicle Damage,1,WVK0227197085,51.57614545286607,4.79423646033551
20160082551,2016,Vehicle Damage,3,WVK0231196031,51.57331964676277,4.8214153798611425
20160082583,2016,Vehicle Damage,1,WVK0226200088,51.587781344589956,4.783427231748294
20160082592,2016,Vehicle Damage,2,JTE0216201034,51.592488634276606,4.709984585599498
20160082596,2016,Wounded,1,HTT02311920070035,51.56775235709122,4.821604879729707
20160082601,2016,Vehicle Damage,2,WVK0226200051,51.58805363731685,4.791445354286309
20160082752,2016,Vehicle Damage,2,WVK0222204021,51.607855371725876,4.756258256966299
20160082754,2016,Vehicle Damage,1,WVK0220198051,51.57909826104948,4.739892206279579
20160082763,2016,Vehicle Damage,2,WVK0225198115,51.58383814290181,4.782757681400928
20160082771,2016,Vehicle Damage,1,WVK0224197019,51.574647221160205,4.769639185854713
20160082774,2016,Vehicle Damage,2,WVK0228196055,51.572684011251305,4.799889102620419
20160082776,2016,Vehicle Damage,2,WVK0220194005,51.56483817607145,4.743864103817921
20160082785,2016,Vehicle Damage,2,WVK0225199196,51.586417047202076,4.778428973512117
20160082786,2016,Vehicle Damage,1,WVK0228192007,51.55490451863431,4.7987574241480075
20160082794,2016,Vehicle Damage,2,WVK0229204015,51.607562494773916,4.8044714246813065
20160082796,2016,Vehicle Damage,2,JTE0226201044,51.59307772780139,4.781310009319863
20160082798,2016,Wounded,2,WVK0220202041,51.6002905719144,4.740170743159985
20160082800,2016,Vehicle Damage,1,WVK0221190003,51.541927410078834,4.746035215869406
20160082898,2016,Vehicle Damage,2,WVK0228198044,51.58088734984622,4.802617645449175
20160082899,2016,Vehicle Damage,1,WVK0219199035,51.58509058573267,4.731146915625327
20160082917,2016,Vehicle Damage,2,JTE0226196097,51.573717137359004,4.783409162134947
20160082987,2016,Vehicle Damage,1,WVK0220198115,51.58248937009733,4.743084806271905
20160083004,2016,Vehicle Damage,1,JTE0222197065,51.57660804292595,4.7551422850375324
20160083018,2016,Vehicle Damage,2,WVK0224200082,51.59061457268322,4.768341235308419
20160083022,2016,Vehicle Damage,1,HTT02172000080610,51.584038455730145,4.723808593303312
20160083152,2016,Wounded,2,JTE0229201228,51.59506612412302,4.808732620659077
20160083165,2016,Vehicle Damage,2,WVK0230196056,51.57236540619494,4.813193515644578
20160083175,2016,Vehicle Damage,2,WVK0228201002,51.593371241210136,4.802467816951873
20160083177,2016,Vehicle Damage,2,WVK0225196089,51.572518674677355,4.780468629086517
20160083181,2016,Vehicle Damage,2,WVK0226201127,51.59258538956044,4.7845976097607865
20160083183,2016,Vehicle Damage,2,WVK0221204085,51.60681518674784,4.747482521494477
20160083188,2016,Vehicle Damage,1,HTT02172020860600,51.59301293129668,4.723674731211714
20160083206,2016,Vehicle Damage,1,HTT02201790290710,51.49707724003234,4.741552691542779
20160083232,2016,Vehicle Damage,2,HTT02281880190580,51.541034767747824,4.807089376694721
20160083369,2016,Vehicle Damage,2,WVK0224205051,51.61143445953797,4.77302218844563
20160083375,2016,Vehicle Damage,2,WVK0217194012,51.56125971675341,4.723432706634027
20160083391,2016,Vehicle Damage,2,WVK0219208041,51.62554662140999,4.73451406916635
20160083395,2016,Vehicle Damage,1,WVK0217189002,51.542634130171685,4.721268148768242
20160083412,2016,Vehicle Damage,2,HTT02201860110624,51.526121688098996,4.749663375797812
20160083422,2016,Vehicle Damage,2,WVK0222202004,51.6001502504882,4.760461010363576
20160083428,2016,Vehicle Damage,1,WVK0231204090,51.60748819438163,4.821832310350086
20160082460,2016,Vehicle Damage,1,WVK0230197005,51.57440040970092,4.813993706911892
20160082462,2016,Vehicle Damage,2,WVK0224200195,51.59077428622354,4.772305375325076
20160082463,2016,Vehicle Damage,2,WVK0218203088,51.60354924749433,4.7249530330583855
20160082660,2016,Vehicle Damage,1,WVK0224204025,51.6075351160184,4.769215708904206
20160082661,2016,Vehicle Damage,2,WVK0225199196,51.586417047202076,4.778428973512117
20160082664,2016,Vehicle Damage,2,JTE0222205134,51.613348698266655,4.753793841440439
20160082683,2016,Wounded,1,JTE0222200084,51.589295405577225,4.7566643640522575
20160082697,2016,Vehicle Damage,2,JTE0226199013,51.58721553456785,4.786189465126196
20160082717,2016,Vehicle Damage,1,WVK0232193037,51.55786407694164,4.832307587293027
20160082719,2016,Wounded,2,JTE0225205112,51.61044089373779,4.77895637749081
20160082724,2016,Vehicle Damage,2,WVK0224200051,51.5904212980051,4.770366547783119
20160082827,2016,Vehicle Damage,1,WVK0227203094,51.60542574746938,4.788722902895589
20160082848,2016,Wounded,2,JTE0227196082,51.571451789127124,4.7954068394118545
20160082861,2016,Vehicle Damage,2,JTE0225201076,51.59300416686245,4.779662713175866
20160082862,2016,Vehicle Damage,2,WVK0228203020,51.602991568202775,4.799151577684209
20160082868,2016,Vehicle Damage,1,WVK0218201004,51.595613648288285,4.730157898718197
20160082950,2016,Vehicle Damage,2,WVK0224204025,51.6075351160184,4.769215708904206
20160082951,2016,Vehicle Damage,2,HTT02201870200627,51.52774566536527,4.745951954439301
20160082963,2016,Vehicle Damage,1,WVK0217202092,51.599827721764264,4.718039966862077
20160083038,2016,Vehicle Damage,2,HTT02211860100604,51.52983469179096,4.777566483535058
20160083053,2016,Vehicle Damage,1,HTT02191930110660,51.54053684171915,4.740423336536696
20160083059,2016,Vehicle Damage,2,JTE0225195013,51.56652757698245,4.779775442897632
20160083060,2016,Vehicle Damage,2,HTT02211860100600,51.531494899015925,4.782695799898138
20160083061,2016,Vehicle Damage,1,WVK0225199027,51.58378643672394,4.778022729027865
20160083074,2016,Vehicle Damage,2,WVK0225198099,51.57981517983049,4.777880260502435
20160083253,2016,Vehicle Damage,1,WVK0219178013,51.49028134550798,4.739384427278781
20160083264,2016,Vehicle Damage,2,JTE0225203098,51.60148441144172,4.778313939840719
20160083270,2016,Vehicle Damage,2,JTE0227204067,51.60768500978344,4.79273492614998
20160083275,2016,Vehicle Damage,2,WVK0222197067,51.575889289197264,4.760917600960738
20160083289,2016,Vehicle Damage,1,WVK0220202041,51.6002905719144,4.740170743159985
20160083435,2016,Vehicle Damage,1,WVK0220194005,51.56483817607145,4.743864103817921
20160083443,2016,Vehicle Damage,2,JTE0226198049,51.58102163744319,4.783498752761066
20160083447,2016,Vehicle Damage,2,WVK0223194003,51.56436788074532,4.766023268475162
20160083469,2016,Vehicle Damage,1,WVK0217194012,51.56125971675341,4.723432706634027
20160083476,2016,Vehicle Damage,2,JTE0228199038,51.58724330817675,4.797231442049037
20160083479,2016,Vehicle Damage,2,WVK0224200195,51.59077428622354,4.772305375325076
20160083481,2016,Vehicle Damage,2,JTE0217204128,51.60852990231397,4.721093613602858
20160083482,2016,Vehicle Damage,1,JTE0218204089,51.607128096719244,4.725929390351461
20160083483,2016,Vehicle Damage,2,HTT02281880190570,51.546182673502116,4.81890687852435
20160083494,2016,Vehicle Damage,2,WVK0222197117,51.57718117094984,4.754716874751014
20160083498,2016,Vehicle Damage,1,WVK0217197017,51.57827876949571,4.722598201242479
20160083595,2016,Vehicle Damage,1,WVK0221191001,51.55255371376146,4.750145513930998
20160083597,2016,Vehicle Damage,1,HTT02201810040690,51.51485105159499,4.745273512996971
20160083609,2016,Vehicle Damage,1,WVK0224204021,51.604748852345196,4.768525223782338
20160083640,2016,Vehicle Damage,3,HTT02311910050560,51.55112690447099,4.831085942989397
20160083715,2016,Vehicle Damage,2,JTE0218193002,51.55954281625779,4.726652176879018
20160083724,2016,Vehicle Damage,2,JTE0224206034,51.616266001244036,4.7689995201864255
20160083728,2016,Vehicle Damage,2,WVK0223199090,51.58684508913766,4.765644025141672
20160083737,2016,Vehicle Damage,2,WVK0223194003,51.56436788074532,4.766023268475162
20160083938,2016,Vehicle Damage,2,WVK0220194005,51.56483817607145,4.743864103817921
20160083940,2016,Vehicle Damage,2,WVK0224198094,51.58194160950733,4.773807610624994
20160083944,2016,Vehicle Damage,2,WVK0226196119,51.57553553406449,4.788023823614108
20160083948,2016,Vehicle Damage,2,JTE0227200051,51.59155456877506,4.794931556219591
20160083952,2016,Vehicle Damage,1,WVK0221206008,51.61646723885855,4.751530731847337
20160083976,2016,Vehicle Damage,2,WVK0222197109,51.5753378155182,4.756314200813577
20160085055,2016,Vehicle Damage,1,WVK0221180007,51.50166685111422,4.750236468702725
20160085071,2016,Vehicle Damage,2,JTE0221181020,51.50593098763941,4.753310427037034
20160085087,2016,Vehicle Damage,1,HTT02211860100610,51.52762966072128,4.769653748681248
20160085103,2016,Vehicle Damage,2,WVK0220202041,51.6002905719144,4.740170743159985
20160085106,2016,Vehicle Damage,1,WVK0218203059,51.60259667323107,4.728605053032967
20160085111,2016,Vehicle Damage,1,WVK0224198100,51.57897985244814,4.770308102027373
20160085133,2016,Vehicle Damage,2,WVK0227200061,51.59126302970309,4.794960557731445
20160085160,2016,Vehicle Damage,1,WVK0220202041,51.6002905719144,4.740170743159985
20160083094,2016,Vehicle Damage,2,WVK0230197005,51.57440040970092,4.813993706911892
20160083103,2016,Vehicle Damage,4,HTT02172020860600,51.59301293129668,4.723674731211714
20160083129,2016,Vehicle Damage,1,WVK0225200174,51.58766088980057,4.775472895655911
20160083133,2016,Vehicle Damage,2,JTE0227204067,51.60768500978344,4.79273492614998
20160083144,2016,Vehicle Damage,1,WVK0224200195,51.59077428622354,4.772305375325076
20160083147,2016,Wounded,3,JTE0219200029,51.58853677296406,4.73496123808262
20160083310,2016,Vehicle Damage,3,HTT02311920090030,51.563331591667,4.8205650020496345
20160083347,2016,Vehicle Damage,2,WVK0222200107,51.59038176916118,4.759122313017895
20160083354,2016,Vehicle Damage,2,JTE0222197067,51.57492060125253,4.755631860589895
20160083365,2016,Vehicle Damage,1,HTT02181950070630,51.56676127281217,4.7311963955182
20160083503,2016,Vehicle Damage,1,WVK0227195071,51.56625265958622,4.794177407714933
20160083504,2016,Vehicle Damage,2,WVK0227197132,51.578137263084386,4.78989909520393
20160083515,2016,Vehicle Damage,2,WVK0226196119,51.57553553406449,4.788023823614108
20160083531,2016,Vehicle Damage,2,JTE0225198071,51.580873479077844,4.778610953143565
20160083549,2016,Vehicle Damage,2,HTT02141970320730,51.574565389614385,4.703279181344489
20160083550,2016,Vehicle Damage,2,WVK0226204171,51.609466166202054,4.787540044106257
20160083644,2016,Vehicle Damage,2,WVK0229201113,51.59500721467606,4.8092732764491775
20160083645,2016,Vehicle Damage,2,HTT02281880150570,51.5460589799263,4.819116081286051
20160083675,2016,Vehicle Damage,1,WVK0220198133,51.57895905592294,4.741427774673029
20160083700,2016,Vehicle Damage,3,WVK0225195006,51.56738129340083,4.779596351626521
20160083707,2016,Vehicle Damage,1,WVK0228197004,51.573599782016046,4.80344897447434
20160083709,2016,Vehicle Damage,2,JTE0223198075,51.57923732003058,4.762416988238432
20160083710,2016,Vehicle Damage,2,WVK0224196015,51.56991768635598,4.768761860504435
20160083788,2016,Vehicle Damage,3,WVK0226196067,51.57115810370739,4.787234596526403
20160083799,2016,Vehicle Damage,1,WVK0217194012,51.56125971675341,4.723432706634027
20160083823,2016,Vehicle Damage,2,HTT02172040610590,51.60184855616464,4.721517148063708
20160083824,2016,Vehicle Damage,1,WVK0220202041,51.6002905719144,4.740170743159985
20160083825,2016,Vehicle Damage,1,WVK0228200089,51.59057887299072,4.7995935306685285
20160083832,2016,Vehicle Damage,2,WVK0224200231,51.59007575029547,4.772105655073516
20160083786,2016,Vehicle Damage,2,HTT02142110090561,51.626035850989226,4.706190754403155
20160084018,2016,Vehicle Damage,1,WVK0222200106,51.58989876552669,4.759383653660864
20160084020,2016,Vehicle Damage,1,WVK0224198109,51.581539621237994,4.770664221349028
20160084049,2016,Vehicle Damage,2,WVK0228195040,51.5663543568265,4.797172400652342
20160085167,2016,Wounded,3,WVK0222200107,51.59038176916118,4.759122313017895
20160085183,2016,Vehicle Damage,2,JTE0224201139,51.59324162934821,4.771777181939925
20160085219,2016,Wounded,2,JTE0220207263,51.62176455971083,4.743955115206663
20160085224,2016,Vehicle Damage,2,JTE0227194014,51.562778508406765,4.792477394833528
20160085227,2016,Vehicle Damage,2,WVK0232207006,51.620905499740054,4.831587679030919
20160085249,2016,Vehicle Damage,1,WVK0214195002,51.562260433907284,4.703537702280936
20160085257,2016,Vehicle Damage,2,JTE0229197048,51.57829946254629,4.806069658703807
